sourceColumnId,documentId,documentFormat,sheetName,rawColumnName,columnIndex,canonicalFieldKey,confidence,method,parserVersion
doc:ecb2f645ebd38373fb24f86e:col:0,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 0,0,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:1,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),No.,1,row_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:2,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"부품
개발
등록",2,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:3,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"BOM
Level",3,bom_level,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:4,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Part Type,4,part_type,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:5,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"금형
개발",5,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:6,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"사내
제작 or
직거래",6,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:7,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Base P/No,7,base_part_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:8,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),New P/No,8,new_part_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:9,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Class Desc.(Part Name),9,part_name,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:10,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Fig.,10,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:11,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),변경점,11,changing_point,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:12,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),구분,12,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:13,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),변경사유,13,changing_reason,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:14,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Quanty,14,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:15,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),설계자,15,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:16,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),부품개발,16,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:17,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),금형처,17,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:18,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),양산처,18,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:19,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Design,19,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:20,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Process,20,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:21,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Why don't you 
excute DRBFM?",21,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:22,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),심의도,22,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:23,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),도면합의,23,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:24,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),확정도,24,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:25,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"도면결재/
배포(GPDM)",25,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:26,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 26,26,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:27,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 27,27,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:28,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 28,28,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:29,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 29,29,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:30,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),양산구매,30,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:31,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"표준/
비표준",31,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:32,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),비표준 사유,32,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:33,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"그리스
도포 여부",33,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:34,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"CTQ
대상",34,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:35,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"핵심부품
대상",35,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:36,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"장납기
여부",36,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:37,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),4신여부,37,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:38,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),APQP,38,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:39,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),고도화,39,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:40,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"수율 관리
대상 부품",40,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:41,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"한도 견본
(샘플)",41,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:42,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"인정
시험
실시",42,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:43,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),부품품질,43,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:44,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),서류항목,44,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:45,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 45,45,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:46,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),시험항목,46,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:47,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 47,47,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:48,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 48,48,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:49,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 49,49,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:50,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),공정진단,50,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:51,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),공장심사,51,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:52,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 52,52,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:53,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),초품일정,53,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:54,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 54,54,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:55,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"금형
초품",55,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:56,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"금형
이관",56,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:57,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),HSMS,57,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:58,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),양산초품,58,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:59,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 59,59,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:60,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),입고,60,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:61,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),IQC,61,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:62,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),R&D,62,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:63,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),QA,63,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:64,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),승인,64,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:65,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 65,65,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:66,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 66,66,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:67,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 67,67,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:68,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"New Material/Supplier
신규재질/업체
(O / X) ",68,supplier_name,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:69,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Antibacterial / antiseptic parts
항균/살균
기능부품(O / X / NA)",69,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:70,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Substace Name
물질명
(CAS No.)",70,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:71,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Supplier of Biocidial Substances
살생물질 공급업체",71,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:72,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"MOE assessment for biocidal substances
살생물질-MOE평가
(O / X) ",72,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:73,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Analysis evidence of Biocidal Substances
살생물질 분석성적서",73,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:74,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 74,74,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:75,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 75,75,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:76,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),금형담당자,76,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:77,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"Drawing
agreement(DR)",77,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:78,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),사이즈 (W x H x D),78,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:79,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),재질,79,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:80,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Qty,80,quantity,1.0,auto_header_match,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:81,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Cavity,81,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:82,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),구조,82,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:83,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Gate,83,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:84,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),금형사이즈,84,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:85,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),톤수,85,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:86,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),"목표
C/Time",86,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:87,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),금형 합격,87,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:88,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 88,88,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:89,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 89,89,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:90,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),부품 개발,90,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:91,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 91,91,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:92,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 92,92,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:93,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),Unnamed: 93,93,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:94,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),일정,94,,,,bom_graph_etl.v0.1
doc:ecb2f645ebd38373fb24f86e:col:95,doc:ecb2f645ebd38373fb24f86e,auto_bom_excel,변경부품 list (BK STS),비고,95,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:0,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 0,0,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:1,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),No.,1,row_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:2,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"부품
개발
등록",2,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:3,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"BOM
Level",3,bom_level,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:4,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Part Type,4,part_type,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:5,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"금형
개발",5,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:6,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"사내
제작 or
직거래",6,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:7,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Base P/No,7,base_part_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:8,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),New P/No,8,new_part_no,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:9,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Class Desc.(Part Name),9,part_name,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:10,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Fig.,10,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:11,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),변경점,11,changing_point,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:12,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),구분,12,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:13,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),변경사유,13,changing_reason,1.0,auto_header_match,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:14,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Quanty,14,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:15,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),설계자,15,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:16,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),부품개발,16,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:17,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),금형처,17,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:18,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),양산처,18,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:19,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Design,19,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:20,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Process,20,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:21,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"Why don't you 
excute DRBFM?",21,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:22,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),심의도,22,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:23,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),도면합의,23,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:24,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),확정도,24,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:25,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"도면결재/
배포(GPDM)",25,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:26,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 26,26,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:27,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 27,27,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:28,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 28,28,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:29,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 29,29,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:30,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),양산구매,30,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:31,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"표준/
비표준",31,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:32,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),비표준 사유,32,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:33,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"그리스
도포 여부",33,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:34,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"CTQ
대상",34,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:35,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"핵심부품
대상",35,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:36,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"장납기
여부",36,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:37,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),4신여부,37,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:38,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),APQP,38,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:39,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),고도화,39,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:40,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"수율 관리
대상 부품",40,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:41,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"한도 견본
(샘플)",41,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:42,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),"인정
시험
실시",42,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:43,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),부품품질,43,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:44,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),서류항목,44,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:45,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 45,45,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:46,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),시험항목,46,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:47,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 47,47,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:48,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 48,48,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:49,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),Unnamed: 49,49,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:50,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),공정진단,50,,,,bom_graph_etl.v0.1
doc:c700f7190c621adfaa01f096:col:51,doc:c700f7190c621adfaa01f096,auto_bom_excel,변경부품 list (BK Glass),공장심사,51,,,,bom_graph_etl.v0.1
